Wed Dec 28 12:54:35 2022    profile-test-chunk-mgr

         3288700 function calls (3279561 primitive calls) in 2.426 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:2499(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3405(GoToColumn)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3911(Or)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:5373(Combine)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:5554(Suppress)
        6    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/_osx_support.py:129(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/streams.py:294(StreamWriter)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/jaraco/text/__init__.py:407(SeparatedValues)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:4907(Opt)
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFSTOPPED}
       15    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/inspect.py:2687(default)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/unix_events.py:970(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3569(WordEnd)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/zipfile.py:1944(PyZipFile)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/pkgutil.py:269(ImpLoader)
        2    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/extern/__init__.py:5(VendorImporter)
        6    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3380(<genexpr>)
        5    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/results.py:434(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/zipfile.py:716(_SharedFile)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/email/header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/urllib/parse.py:348(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:499(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../graphics/pygame_backend.py:34(Image)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:2863(Char)
        2    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../graphics/pygame_backend.py:17(_Timed)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:2273(Empty)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/camera.py:4(Camera)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/more_itertools/more.py:247(peekable)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       12    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/inspect.py:3002(parameters)
        5    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/datetime.py:414(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pygame/sprite.py:1453(collide_rect_ratio)
        2    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/selectors.py:21(_fileobj_to_fd)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/unix_events.py:1327(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/packaging/__about__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/sysconfig.py:227(_get_preferred_schemes)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:4501(AtStringStart)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/results.py:473(_asStringList)
        2    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/logging/__init__.py:419(__init__)
       12    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/inspect.py:3006(return_annotation)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/email/_policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/email/charset.py:167(Charset)
        3    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/logging/__init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:287(ContextualVersionConflict)
        4    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:341(register_loader_type)
        2    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/enum.py:783(__hash__)
        4    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/subprocess.py:1863(_internal_poll)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:300(DistributionNotFound)
        4    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/toml/decoder.py:637(__init__)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/subprocess.py:648(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/importlib/abc.py:422(TraversableResources)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/importlib/_adapters.py:37(Path)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:2220(_PendingSkip)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:4177(Each)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/unix_events.py:1202(MultiLoopChildWatcher)
        2    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:483(suppress_warning)
        2    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/dataclasses.py:844(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/events.py:24(Handle)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/zipfile.py:1105(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:1669(ZipManifests)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/packaging/markers.py:55(Node)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/events.py:162(AbstractServer)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:522(IResourceProvider)
        4    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:1976(register_finder)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pygame/__init__.py:42(MissingModule)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/locks.py:158(Event)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/queues.py:219(PriorityQueue)
        3    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/_osx_support.py:525(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/functools.py:952(__set_name__)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/concurrent/futures/_base.py:571(Executor)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/locks.py:220(Condition)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/unix_events.py:1023(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/extern/__init__.py:64(install)
        6    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3940(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:4862(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/unix_events.py:892(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:4714(NotAny)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/email/_policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/email/header.py:179(Header)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/logging/__init__.py:1057(StreamHandler)
        1    0.000    0.000    0.000    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/shapes.py:9(Simplex2d)
        1    0.000    0.000    0.000    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/shapes.py:35(Quad)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/importlib/abc.py:150(ResourceLoader)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3241(CharsNotIn)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/plistlib.py:68(UID)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:1892(FileMetadata)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/plistlib.py:447(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/email/__init__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/typing.py:2280(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/urllib/parse.py:796(Quoter)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/logging/__init__.py:1225(_StderrHandler)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/selectors.py:507(KqueueSelector)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/basic_units.py:90(Timed)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/more_itertools/more.py:2734(seekable)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:4522(AtLineStart)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:4555(FollowedBy)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:5363(TokenConverter)
        2    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/results.py:247(__iter__)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/events.py:589(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/plistlib.py:312(_PlistWriter)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/typing.py:1712(runtime_checkable)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/toml/decoder.py:1042(TomlPreserveCommentDecoder)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pygame/threads/__init__.py:128(WorkerQueue)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/shapes.py:5(Shape)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/importlib/abc.py:219(ExecutionLoader)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/locks.py:333(Semaphore)
        2    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/copyreg.py:22(constructor)
        6    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/signal.py:48(_wraps)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        5    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/enum.py:260(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/base_events.py:692(is_running)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/pathlib.py:507(_PathParents)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/urllib/parse.py:186(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/logging/__init__.py:702(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/logging/__init__.py:2203(NullHandler)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/streams.py:117(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:1599(EggProvider)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:2524(CloseMatch)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/logging/__init__.py:1311(disable)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/packaging/requirements.py:67(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3543(WordStart)
        6    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3941(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/shapes.py:63(Point)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3532(parseImpl)
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/base_events.py:651(stop)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/concurrent/futures/_base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/plistlib.py:274(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/packaging/_musllinux.py:71(_MuslVersion)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:2299(Literal)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:2472(CaselessLiteral)
        6    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:5602(postParse)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/results.py:11(_ParseResultsWithOffset)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        4    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/_collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/logging/__init__.py:1140(FileHandler)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/mixins.py:12(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/tempfile.py:459(_TemporaryFileWrapper)
        5    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/extern/__init__.py:54(exec_module)
        3    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3954(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/concurrent/futures/_base.py:61(_Waiter)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/concurrent/futures/_base.py:98(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/zipfile.py:592(LZMACompressor)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/zipfile.py:756(_Tellable)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/contextlib.py:373(__init__)
        4    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/typing.py:1554(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/logging/__init__.py:271(LogRecord)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/logging/__init__.py:781(Filterer)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/tasks.py:655(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/basic_units.py:113(bcolors)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:916(subscribe)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/more_itertools/more.py:2439(islice_extended)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/util.py:125(LRUMemo)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:2284(NoMatch)
        1    0.000    0.000    0.000    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:5430(Group)
